"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","disbursement_method","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"","","12000","12000","12000"," 60 months"," 12.69%","271.14","B","B5","Wells Fargo Insurance Services USA, Inc.","10+ years","MORTGAGE","63000","Not Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/06/11 > In need of a Loan to pay off credit cards, to have a fresh start for the new year.<br>","debt_consolidation","Debt Consolidation Loan","902xx","CA","20.67","0","Dec-1986","0","25","","13","0","23888","64.1%","45","f","0.00","0.00","12973.19","12973.19","886.61","736.51","0.0","11350.070000000002","2043.18","Jun-2012","271.14","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","18000","12325","12325"," 60 months"," 11.71%","272.37","B","B3","Raytheon","10+ years","MORTGAGE","133224","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > New and better quality roof<br>","home_improvement","Roof","750xx","TX","10.97","0","Dec-2001","0","","","14","0","43090","46.3%","30","f","0.00","0.00","16341.394113539","16341.39","12325.00","4016.39","0.0","0.0","0.0","Dec-2016","271.56","","Dec-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","1000","1000","1000"," 36 months"," 13.49%","33.94","C","C1","Inviting Company","8 years","RENT","35100","Not Verified","Dec-2011","Fully Paid","n","","","small_business","Business Loan","721xx","AR","6.19","0","Oct-1997","1","","","8","0","9219","73.1%","17","f","0.00","0.00","1017.549999999999","1017.55","1000.00","17.55","0.0","0.0","0.0","Feb-2012","563.79","","Apr-2015","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","15000","15000","15000"," 36 months"," 15.27%","521.97","C","C4","Salisbury Behavioral Health INC.","6 years","RENT","38000","Verified","Dec-2011","Charged Off","n","","","credit_card","Payoff my Credit Card Debit in 36 Months","191xx","PA","13.83","0","Mar-2005","1","","","7","0","14406","91.8%","10","f","0.00","0.00","9377.2","9377.20","6231.02","2630.06","0.0","516.12","5.17","May-2013","521.97","","Oct-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","12000","12000","12000"," 36 months"," 16.77%","426.47","D","D2","Braemac CA","6 years","RENT","38000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/07/11 > Consolidating our debt to make life more manageable. Trying to become debt free for a better future.<br>","debt_consolidation","Credit card help","945xx","CA","21.32","0","Aug-2004","0","","","10","0","6761","82.5%","13","f","0.00","0.00","14112.2489123999","14112.25","12000.00","2112.25","0.0","0.0","0.0","Mar-2013","8152.79","","Jan-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","12000","12000","12000"," 60 months"," 14.27%","280.91","C","C2","UC Davis","3 years","RENT","41000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/09/11 > i plan on using the funds to pay for medical bills.  By having this lower monthly payment i will be able to be more at ease knowing that I can make the monthly payment.  <br> Borrower added on 12/13/11 > I am trying to consolidate my bills into one lower monthly payment.  I have medical bills that need to be paid off and i find it difficult to make the payment the hospitals are requesting from me.  Please, i am responsible i have a stable job and have lived in the same place for over seven years.  I am not late on my payment and   Your help will be greatly appreciated.<br>","medical","Debt free ","939xx","CA","22.77","0","Jul-1986","1","","","13","0","9967","78.9%","15","f","0.00","0.00","16853.869634875602","16853.87","12000.00","4853.87","0.0","0.0","0.0","Dec-2016","280.18","","Dec-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","14000","14000","14000"," 36 months","  8.90%","444.55","A","A5","Hoffman Building Technologies","7 years","MORTGAGE","108000","Not Verified","Dec-2011","Fully Paid","n","","","credit_card","Capitol One Refinance","274xx","NC","27.86","0","Jan-1989","2","","","14","0","38144","44.8%","28","f","0.00","0.00","15714.7525796768","15714.75","14000.00","1714.75","0.0","0.0","0.0","Nov-2013","5942.67","","Nov-2013","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","15600","15600","15600"," 60 months"," 15.96%","379.04","C","C5","State of Maryland","< 1 year","RENT","43000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/08/11 > I am currently paying over $400 in credit card payments per month, with no end in sight. Obtaining this loan will reduce my monthly pay-out and enable me to be absolutely debt free in less than five years<br>","debt_consolidation","Freedom","210xx","MD","7.56","0","Jun-2004","2","","","5","0","8803","64.3%","7","f","0.00","0.00","22133.9899967365","22133.99","15600.00","6533.99","0.0","0.0","0.0","Aug-2015","5845.17","","Aug-2015","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","10000","10000","9994.503972291225"," 36 months"," 10.65%","325.74","B","B2","Action Trucking ","4 years","RENT","45000","Not Verified","Dec-2011","Fully Paid","n","","","debt_consolidation","The Blessing Loan","775xx","TX","11.41","0","Apr-1996","2","","","7","0","15606","88%","14","f","0.00","0.00","11726.3199999991","11719.03","10000.00","1726.32","0.0","0.0","0.0","Dec-2014","337.7","","Jun-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","7200","7200","7200"," 36 months"," 12.69%","241.53","B","B5","Aarons Sales and Lease","1 year","RENT","23000","Source Verified","Dec-2011","Fully Paid","n","","","other","Bill Pay off","439xx","OH","20.19","0","Jun-2003","1","59","","11","0","5258","59.7%","18","f","0.00","0.00","8769.3423968337","8769.34","7200.00","1569.34","0.0","0.0","0.0","Dec-2014","166.2","","Jan-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","22250","22250","22250"," 60 months"," 15.27%","532.49","C","C4","City of Excelsior Springs","2 years","MORTGAGE","47532","Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/12/11 > Thank you for viewing this loan. I plan on using this money to consolidate debt that was acquired during graduate school. This consolidation will help take my interest rate down by 3% which is very useful in helping me get out of debt faster. I currently pay out $800 a month in credit card debt. This loan will help me pay nearly $300 &quot;extra&quot; each month. My job is stable and I have been employed with the same local government for over two years.  I have great credit (I have never missed a payment to any creditor) and I am bound and determined to pay off this debt as fast as possible!<br><br> Borrower added on 12/13/11 > Thank you for viewing this loan. I plan on using this money to consolidate debt that was acquired during graduate school and in moving to my first house. This consolidation will help take my interest rate down by 3% which is very useful in helping me get out of debt faster. I currently pay out $800 a month in credit card debt (minimum is around $578). This loan will help me pay over $200 &quot;extra&quot; each month. My job is stable (local government for over two years) and I have a mortgage. I have great credit (I have never missed a payment to any creditor) and I am bound and determined to pay off this debt as fast as possible!  Within 5 years, I plan on having zero credit card debt, have my car paid off, and have all student loans paid off.  Thank you for helping an up and coming professional!<br>","debt_consolidation","Debt Payoff","640xx","MO","23.76","0","May-1992","3","","","14","0","33474","58.1%","24","f","0.00","0.00","10061.49","10061.49","4691.15","4345.37","0.0","1024.97","9.91","May-2013","532.49","","Oct-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","13250","13250","13250"," 60 months"," 17.27%","331.23","D","D3","SALON EVAMICHELLE ","< 1 year","RENT","26000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > I plan to use my loan to consolidate good standing credit debt <br>i have a excellent credit score with no history of late payments<br>my job is also very stable i have worked with the same person for the last 3 years and they opened a new place which is my reason for short employment term on the application <br>","debt_consolidation","Debt Consolidation Loan","019xx","MA","10.89","0","Jan-2007","3","","","8","0","9138","59.7%","18","f","0.00","0.00","19785.9100183023","19785.91","13250.00","6535.91","0.0","0.0","0.0","Jun-2016","2230.72","","Jun-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","26400","16725","16725"," 60 months"," 14.27%","391.51","C","C2","Actelion PHarmaceuticals US Inc","< 1 year","MORTGAGE","150000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/19/11 > This loan is intended to cover up front payment of closing costs and some minor update  work on the home being purchased. As part of my relocation package half this amount will be reimbursed at the beginning of next year post closing.<br>","house","House Loan","274xx","NC","3.23","0","Nov-1997","2","55","","8","0","15527","56.3%","20","f","0.00","0.00","22497.3899930702","22497.39","16725.00","5772.39","0.0","0.0","0.0","Feb-2015","8016.73","","Mar-2015","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","11000","11000","11000"," 36 months","  9.91%","354.48","B","B1","City of Tomah","4 years","RENT","32000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > This loan is to pay off my 2 loans at a bank and 2 credit cards.<br>","debt_consolidation","Debt Consolidation Loan","546xx","WI","23.66","0","Jul-2002","0","","","12","0","9437","39%","20","f","0.00","0.00","11350.449999999999","11350.45","11000.00","350.45","0.0","0.0","0.0","Apr-2012","10288.18","","Jun-2013","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","9600","9600","9600"," 36 months","  8.90%","304.84","A","A5","Aerotek Scientific","3 years","RENT","55000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > A Loan to pay Citibank 30 % interest rate card.<br>","credit_card","Extra credit loan","551xx","MN","17.02","0","Mar-2000","0","","","11","0","17709","66.6%","12","f","0.00","0.00","10973.8700035684","10973.87","9600.00","1373.87","0.0","0.0","0.0","Dec-2014","315.41","","Feb-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","10000","10000","10000"," 36 months"," 16.77%","355.39","D","D2","B Drafting, Inc.","4 years","RENT","35000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/08/11 > I will use this loan to pay off multiple credit cards, a personal loan and the remainder of my auto lien. I have had the same full time job for 4+ years and have made myself a valued asset to my company. With this loan, my minimum obligation will be about 40% less than my current expenses and I have never had issues paying any bills in the past.<br>","debt_consolidation","Debt Consolidation","927xx","CA","18.55","0","Aug-2006","3","","","9","0","7565","53.7%","12","f","0.00","0.00","12793.749999996899","12793.75","10000.00","2793.75","0.0","0.0","0.0","Jan-2015","372.75","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","7000","7000","7000"," 60 months"," 15.96%","170.08","C","C5","self-employed","3 years","OWN","75000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/08/11 > Medical reasons<br><br> Borrower added on 12/08/11 > Medical reasons<br><br> Borrower added on 12/08/11 > This loan is for medical reasons.   I do have stable income.  I do pay back my loans.<br> Borrower added on 12/11/11 > Thank you for those who have believed in me so far, I hope that I will reach my goal. I would certainly appreciate it and be very grateful for your investment and belief.<br> Borrower added on 12/12/11 > A preventive and proactive action to lessen a pre-existing condition.<br> Borrower added on 12/14/11 > I want to extend my appreciation to all of you and a great reminder that this business model is a win-win situation.  All of you gain a percentage of what you invest and the receiver receives what they need to assist in a proactive action to better their situation.  It is a reminder to me that truly one drop can create, streams, rivers, lakes and oceans and truly be a positive community contribution for everyone. No matter how small of investment, it contributes to the whole of a better situation.  Thank you to all of you and I hope that I reach my goal....<br>","other","medical","024xx","MA","21.66","0","Nov-1993","1","36","","10","0","7623","88.6%","30","f","0.00","0.00","10204.587447609607","10204.59","7000.00","3204.59","0.0","0.0","0.0","Dec-2016","169.87","","Dec-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","11000","11000","11000"," 36 months","  9.91%","354.48","B","B1","texas health-Presbyterian hospital","5 years","MORTGAGE","74000","Not Verified","Dec-2011","Fully Paid","n","","","wedding","april 2012","751xx","TX","18.24","0","Oct-1986","2","","","11","0","16072","81.6%","18","f","0.00","0.00","12761.0500040559","12761.05","11000.00","1761.05","0.0","0.0","0.0","Dec-2014","369.71","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","13000","13000","13000"," 60 months"," 16.77%","321.48","D","D2","Hayes Intermediate School","9 years","MORTGAGE","50000","Not Verified","Dec-2011","Fully Paid","n","","","wedding","Wedding","431xx","OH","19.13","2","Jan-1998","0","21","","14","0","10724","86.5%","22","f","0.00","0.00","19180.8299870197","19180.83","13000.00","6180.83","0.0","0.0","0.0","May-2016","2463.87","","Aug-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","5000","5000","5000"," 36 months","  7.51%","155.56","A","A3","Bank of Oklahoma","8 years","OWN","30000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > I plan to use the funds to pay off two high-interest credit cards and to pay off a loan that I have through my employer.  I'm a good borrower because I typically pay off my debts quickly.   My job is very stable.  I have been trained in three different departments and have demonstrated that I am a highly-valued employee at the bank.   <br>","credit_card","Credit Card Loan","741xx","OK","18.72","0","Apr-1996","0","","","4","0","3472","28.7%","12","f","0.00","0.00","5061.8705620681","5061.87","5000.00","61.87","0.0","0.0","0.0","Feb-2012","4907.24","","Nov-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","6000","6000","6000"," 36 months"," 11.71%","198.46","B","B3","Coldwell Banker Residential Brokerage","1 year","RENT","37000","Not Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/08/11 > This loan is for additional unexpected business start up costs.<br>","small_business","Small Business Loan","200xx","DC","6.68","0","Mar-2000","1","","","4","0","5846","88.6%","9","f","0.00","0.00","5250.06","5250.06","3931.16","1019.59","0.0","299.31","2.8855999986","Jan-2014","198.46","","Oct-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","3000","3000","3000"," 36 months"," 13.49%","101.8","C","C1","Sony Electronics","3 years","RENT","105000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > Personal Loan for Debt Consolidation<br>","debt_consolidation","Debt Consolidation Loan","904xx","CA","7.25","1","Feb-1992","2","22","","8","0","15209","79.6%","22","f","0.00","0.00","3653.2438316852","3653.24","3000.00","653.24","0.0","0.0","0.0","Sep-2014","501.25","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","8200","8200","8200"," 60 months"," 16.77%","202.78","D","D2","California Department of Public Health","10+ years","RENT","42000","Source Verified","Dec-2011","Charged Off","n","","","credit_card","Credit Card Balance Payoff","945xx","CA","5.06","0","Jan-1990","1","","","6","0","5941","90%","8","f","0.00","0.00","3035.9","3035.90","1240.19","1380.22","0.0","415.49","3.67","Jan-2013","202.78","","Oct-2016","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","17000","17000","17000"," 36 months"," 12.42%","568.06","B","B4","sharp memmorial hospital","10+ years","OWN","80000","Not Verified","Dec-2011","Fully Paid","n","","","credit_card","Credit Card Loan","921xx","CA","16.65","0","Jun-1989","0","42","","7","0","17347","81.2%","17","f","0.00","0.00","20450.1499882694","20450.15","17000.00","3450.15","0.0","0.0","0.0","Dec-2014","584.63","","Feb-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","5000","5000","5000"," 36 months"," 10.65%","162.87","B","B2","Sandestin Beach Hilton","10+ years","MORTGAGE","35000","Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > Plan on using funds for purchase of Saab 9-3<br>I have been a homeowner for 20 years making on time payments<br>","car","Saab 9-3 loan","325xx","FL","13.92","0","Nov-1990","0","49","","8","0","3418","30.5%","23","f","0.00","0.00","5863.159999999401","5863.16","5000.00","863.16","0.0","0.0","0.0","Dec-2014","169.7","","Dec-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","6400","6400","6400"," 36 months","  8.90%","203.23","A","A5","big five sporting goods","6 years","OWN","23000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/07/11 > A great way to get caught up!!<br> Borrower added on 12/09/11 > I have a good secure job and the monthly payback amount will not be a problem. I'm very serious about becoming debt free in 3 years and will tell everyone I know about the lending club!!!<br> Borrower added on 12/09/11 > P.S.  And I know alot of people!!!<br>","debt_consolidation","deep breath","860xx","AZ","10.75","0","Mar-1998","0","","","7","0","5119","89.8%","11","f","0.00","0.00","7315.9000000002","7315.90","6400.00","915.90","0.0","0.0","0.0","Dec-2014","209.64","","Feb-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","13000","13000","13000"," 36 months"," 16.29%","458.91","D","D1","sembower mikesell inc","7 years","RENT","50000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/07/11 > going to pay off all my credit cards once and for all,practice what you preach!<br>","debt_consolidation","life saver","156xx","PA","8.33","0","Dec-1995","1","","","5","0","13819","98%","10","f","0.00","0.00","16520.5299933111","16520.53","13000.00","3520.53","0.0","0.0","0.0","Dec-2014","463.82","","Sep-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","18000","18000","18000"," 60 months"," 11.71%","397.77","B","B3","USAF","10+ years","RENT","36000","Source Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/07/11 > I would like to consolidate my debt down. If i am financed for the full amount I plan on paying off my truck, my Credit Card and my personal loan. Just a little background on me. I have been working the same job for 13 years. I have a steady monthly income that does not fluctuate. I have done a budget and plan on paying extra on this loan to get out of debt. In my credit history I pay all my debts on time, there is one mark in my equifax report stating I did not pay one bill on time about 6 years ago. I just need to consolidate my bills down to one and get a lower interest rate on my credit card. <br><br> Borrower added on 12/07/11 > I would like to consolidate my debt down. If i am financed for the full amount I plan on paying off my truck, my Credit Card and my personal loan. Just a little background on me. I have been working the same job for 13 years. I have a steady income.  I have done a budget and plan on paying extra on this loan to get out of debt. My credit history shows I do pay my debts on time and will continue paying them on time. I just need to consolidate my bills down to one and get a lower interest rate on my credit card. <br>","debt_consolidation","Debt Consolidation","316xx","GA","22.03","0","Mar-2000","0","","","5","0","13779","68.9%","19","f","0.00","0.00","23650.4600062161","23650.46","18000.00","5650.46","0.0","0.0","0.0","Jan-2016","4557.5","","Aug-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","16000","16000","16000"," 60 months"," 15.27%","382.92","C","C4","Hilton Head Automotive LLC","10+ years","MORTGAGE","60000","Not Verified","Dec-2011","Fully Paid","n","","  Borrower added on 12/06/11 > I dont know what my financial situation looks like on paper to you but i have never been delinquent on any debt and this is an investment you can count on.  I just need a little help to get things going.<br> Borrower added on 12/08/11 > I have been in my job industry for my entire working career (13 yrs) i have never been fired or injured.  I plan to use this money so that the same monthly obligations that make minimum payments will actually pay down principal and get this debt payed off.  <br>","debt_consolidation","Help me get ahead","299xx","SC","17.7","0","Jan-2001","2","","","16","0","23464","57.7%","36","f","0.00","0.00","22124.6000000027","22124.60","16000.00","6124.60","0.0","0.0","0.0","May-2015","3220.41","","Mar-2017","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","13200","13200","13175"," 60 months"," 17.27%","329.98","D","D3","Jim Hughes plumbing and heating","7 years","RENT","40000","Verified","Dec-2011","Fully Paid","n","","","credit_card","Credit card Refi","087xx","NJ","24.36","0","Jan-1998","2","","","11","0","18251","61%","20","f","0.00","0.00","17529.2752911233","17496.08","13200.00","4329.28","0.0","0.0","0.0","Mar-2014","8962.13","","Mar-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","10000","10000","10000"," 36 months"," 16.77%","355.39","D","D2","Commerce Lexington","1 year","RENT","38200","Source Verified","Dec-2011","Fully Paid","n","","","credit_card","Credit Card Refinance","405xx","KY","17.09","0","Jan-2005","0","","","12","0","7023","75.5%","23","f","0.00","0.00","12793.749999997099","12793.75","10000.00","2793.75","0.0","0.0","0.0","Jan-2015","370.77","","Dec-2014","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
"","","15000","15000","15000"," 60 months"," 15.96%","364.46","C","C5","Citi Cards","8 years","RENT","37000","Source Verified","Dec-2011","Charged Off","n","","  Borrower added on 12/06/11 > Over the past 2 years hours had been cut within the department I was in, recently I transfered to another department and continue to work 40+ hours weekly. This loan,if approved, would allow me to take back control over finances.<br>","credit_card","Fresh Start","322xx","FL","20.14","0","Jan-2000","1","","","11","0","8626","83.7%","30","f","0.00","0.00","9111.500000000002","9111.50","4845.58","4249.17","0.0","16.75","0.0","Jan-2014","364.46","","Feb-2018","0","","1","Individual","","","","0","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Cash","N","","","","","",""
